"Declaration Date","Incident Begin Date","Incident End Date","Declaration Type","State Name","Incident Type","Closeout Date","Region","State","County","City","Zip Code","Total Damage","Total Approved IHP Amount of Owner","Repair/Replace Amount of Owner","Rental Amount of Owner","Other Needs Amount of Owner","Total Approved IHP Amount of Renter","Repair/Replace Amount of Renter","Rental Amount of Renter","Other Needs Amount of Renter","lat","lon","Total_Support_Provided","Total_IHP_Approved_Amount","Support_Efficiency"
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Rankin","RICHLAND",39218,108480.63,169306.41,29195.03,12108,52003.38,92475.44,3410.7,9573,23491.74,32.2255867,-90.15418,129781.85,261781.85,132000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Adams","BILOXI",39530,0,20135.06,5200,2358,10577.06,2000,0,0,0,30.3960598,-88.8907284,18135.06,22135.06,4000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Wayne","HEIDELBERG",39439,11783.79,11209.61,1056.3,0,4153.31,2000,0,0,0,31.8868224,-88.9839419,5209.61,13209.61,8000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Wayne","LAUREL",39443,227119.71,84626.33,30818.17,6039,27769.16,9157.91,0,0,3157.91,31.6940509,-89.1306124,67784.24,93784.24,26000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Wayne","RICHTON",39476,43657.87,52383.47,10860.9,4104,13418.57,9727.97,0,2750,2977.97,31.3493426,-88.9400492,34111.44,62111.44,28000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Simpson","D LO",39062,106401.91,127536.35,33075.93,10548,49763.92,34085.31,0,3246,10839.31,31.9860484,-89.9015764,107473.16,161621.66,54148
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Simpson","HARRISVILLE",39082,135312.06,187631.65,42650.4,8073,56908.25,28842.89,0,3566,15276.89,31.9699947,-90.1307797,126474.54,216474.54,89999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Perry","LUMBERTON",39455,4292.61,5812.61,1056.06,1026,1730.55,0,0,0,0,31.0012942,-89.452287,3812.61,5812.61,2000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Perry","MC LAIN",39456,38726.74,49762,18968.99,10686,12107.01,6024.5,0,1100,2924.5,31.1087958,-88.8272599,45786.5,55786.5,10000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Perry","NEW AUGUSTA",39462,1369502.74,753874.52,339226.09,72549,212099.43,228680.88,0,50037.48,70643.4,31.2024033,-89.0347743,744555.4,982555.4,238000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Warren","VICKSBURG",39183,544091.93,686598.8,177023.38,134083,118794.92,473472.17,0,107207,80265.17,32.3526456,-90.877882,617373.47,1160070.97,542697
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Wayne","BUCKATUNNA",39322,589368.64,623148.14,253170.1,53225,144753.04,88851.36,0,16773,16078.36,31.5392404,-88.5281286,483999.5,711999.5,228000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Wayne","CLARA",39324,17465.82,21137.48,994.6,1263,8879.88,761.92,0,0,761.92,31.5784324,-88.6973536,11899.4,21899.4,9999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Smith","LOUIN",39338,62264.32,57585.25,21987.53,6120,21477.72,3116.54,0,0,1116.54,32.0712619,-89.260895,50701.79,60701.79,10000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Smith","MAGEE",39111,42386.35,37278.09,8298.88,4770,18209.21,0,0,0,0,31.8737712,-89.7336852,31278.09,37278.09,6000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Smith","MIZE",39116,552731.62,464010.67,135562.67,23733,158715,122458.36,353.71,17032,47072.65,31.8684927,-89.5559023,382469.03,586469.03,203999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Smith","MORTON",39117,140425.27,90117.99,21452.33,1460,49205.66,10179.76,0,1894,2285.76,32.3537557,-89.6545171,76297.75,100297.75,24000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Smith","MOUNT OLIVE",39119,51123.84,54079.41,15391.68,3390,13297.73,14656.23,0,860,3796.23,31.761274,-89.6550716,36735.64,68735.64,31999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Lauderdale","TOOMSUBA",39364,294919.1,374137.03,107756.51,84915,73465.52,155822.92,327.16,43710,37785.76,32.4184448,-88.5069868,347959.95,529959.95,182000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Simpson","MAGEE",39111,1486979.23,1684070.76,414819.23,227818.46,510990.57,504684.6,0,109063.67,129620.93,31.8737712,-89.7336852,1392312.86,2188755.36,796442
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Simpson","MENDENHALL",39114,1547871.49,1589277.7,404151.84,119202,477923.86,422402.26,0,72122,66015.36,31.9618236,-89.870078,1139415.06,2011679.96,872264
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Simpson","MOUNT OLIVE",39119,86876.47,89842.98,29332.01,6714,21796.97,10401.45,0,1676,2725.45,31.761274,-89.6550716,62244.43,100244.43,38000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Simpson","NEWHEBRON",39140,19567.65,34066.04,8732.65,8151,7182.39,0,0,0,0,31.7309975,-89.9786921,24066.04,34066.04,10000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Simpson","PINOLA",39149,563214.02,486008,207073.22,24914.7,102020.08,67324.69,0,9052,10272.69,31.8771037,-89.962025,353332.69,553332.69,199999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Smith","BAY SPRINGS",39422,104236.23,84459.36,27741.16,4836,23882.2,1730.55,0,0,1730.55,31.9790425,-89.2872843,58189.91,86189.91,28000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Smith","FOREST",39074,134086.43,92830.48,42816.26,8901,25113.22,761.92,0,0,761.92,32.4910672,-89.5120084,77592.4,93592.4,15999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Perry","WIGGINS",39577,309943.38,122499.08,55865.23,15765,24868.85,16742.56,0,8381,4361.56,30.858244,-89.1353283,109241.64,139241.64,30000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Pike","CHATAWA",39632,9060.29,15535.81,3227.63,3609,2699.18,4746,0,746,0,31.0587058,-90.4753781,10281.81,20281.81,9999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Pike","FERNWOOD",39635,171423.61,106565.24,45039.14,6262,37264.1,17589.86,0,1092,2497.86,31.1854546,-90.4489861,92155.1,124155.1,32000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Pike","JAYESS",39641,127486.09,105413.64,25806.23,2653,40954.41,12473.02,0,0,4473.02,31.3648962,-90.2059233,73886.66,117886.66,44000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Wayne","SHUBUTA",39360,553949.99,356373.27,140502.29,16520,109350.98,39472.51,0,7777,9695.51,31.8601554,-88.6994851,283845.78,395845.78,112000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Wayne","STATE LINE",39362,330662.78,160580.54,39224.21,18402,44954.33,39413.46,0,16099,7314.46,31.4362794,-88.4744659,125994,199994,73999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Lawrence","HATTIESBURG",39402,8423.12,4413.42,0,0,413.42,804,0,804,0,31.3299729,-89.4174641,1217.42,5217.42,4000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Lawrence","JAYESS",39641,1073879.17,1074357.66,315629.4,71203,289525.26,208762.81,0,26425.9,48336.91,31.3648962,-90.2059233,751120.47,1283120.47,531999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Lawrence","MONTICELLO",39654,1359543.13,1259112.41,311096.28,109034,414982.13,381435.29,0,60520,120915.29,31.5537807,-90.1073079,1016547.7,1640547.7,623999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Lawrence","NEWHEBRON",39140,446785.62,420068.74,155136.36,26970,123962.38,87123.91,0,12269,20854.91,31.7309975,-89.9786921,339192.65,507192.65,168000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"LA","Terrebonne (Parish)","CHALMETTE",70043,0,2000,0,0,0,0,0,0,0,29.962482,-89.9533441,0,2000,2000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"LA","Vermilion (Parish)","HAMMOND",70403,0,0,0,0,0,2000,0,0,0,29.8601413,-92.3813621,0,2000,2000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Winston","MC COOL",39108,3560.47,6908.99,2145.96,1437,1326.03,0,0,0,0,33.2020707,-89.3450703,4908.99,6908.99,2000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Winston","NOXAPATER",39346,77754.28,76993.85,24778.52,6991,23224.33,44238.8,0,2924,19314.8,32.9923505,-89.0661736,77232.65,121232.65,44000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Winston","PHILADELPHIA",39350,4239.96,3576.04,556.65,0,1019.39,2256.44,0,0,2256.44,32.7715227,-89.1167275,3832.48,5832.48,1999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Rankin","BRAXTON",39044,37830.18,43489.58,3271.2,0,22218.38,11278.1,0,0,5278.1,32.0251542,-89.9703588,30767.68,54767.68,24000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Rankin","FLORENCE",39073,904995.97,1022543.6,144923.59,67960,449660.01,241111.62,0,49485,55626.62,32.1544162,-90.1239399,767655.22,1263655.22,496000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Rankin","FLOWOOD",39232,112919.94,79732.92,26578.88,14568,16586.04,130572.65,0,32467.23,12105.42,32.3220478,-90.102718,102305.57,210305.57,108000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Wayne","WAYNESBORO",39367,3989805.67,3982355.67,1252014.46,447175.23,984670.03,961956.95,1134.74,174573.68,217684.84,31.674883,-88.6461465,3077252.98,4944312.62,1867059
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Wilkinson","CENTREVILLE",39631,306952.93,555773.42,127679.36,176864,115230.06,132772.13,0,40717.67,32054.46,31.0896202,-91.068438,492545.55,688545.55,196000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Wilkinson","CROSBY",39633,31248,52893.63,17373.94,10095,11277.12,2795.96,0,1644,1151.96,31.2837829,-91.0631601,41542.02,55689.59,14147
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Perry","OVETT",39464,118159.5,84269.06,21034.75,5382,31402.31,22812.84,0,3352,15460.84,31.4854475,-89.0328346,76631.9,107081.9,30450
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Perry","PETAL",39465,576136.65,353719.21,132807.71,19316,87126.28,85030.56,0,27030,26000.56,31.3465627,-89.2600605,292280.55,438749.77,146469
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Perry","RICHTON",39476,2542360.39,2081489.28,590567.34,220842,532079.94,483331.58,0,79172.78,138158.8,31.3493426,-88.9400492,1560820.86,2564820.86,1004000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Pike","TYLERTOWN",39667,106454.14,120096.51,48795.64,17340,29960.87,28552.69,0,6748,13804.69,31.1160119,-90.1420331,116649.2,148649.2,31999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Rankin","BRANDON",39042,1338050.96,1165256.55,225273.63,95253.48,416729.44,429287.74,1611.87,71559,88116.87,32.2788733,-90.001384,898544.29,1594544.29,696000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Rankin","BRANDON",39043,82.88,0,0,0,0,2050,0,0,50,32.2784124,-90.0005747,50,2050,2000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Rankin","BRANDON",39047,483022.64,580417.86,80291.88,40407,183718.98,183685.68,0,37234,26451.68,32.2788733,-90.001384,368103.54,764103.54,396000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Lauderdale","MERIDIAN",39303,3074.98,2409.98,679.43,0,1730.55,2000,0,0,0,32.4116353,-88.7075298,2409.98,4409.98,1999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Pike","MAGNOLIA",39652,1471769.73,1804827.99,534444.91,209258,345125.08,814903.82,0,159876.19,163027.63,31.1432328,-90.4587081,1411731.81,2619731.81,1208000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Lauderdale","MERIDIAN",39307,2493878.89,1875611.24,582240.79,206216,397385.14,1192513.16,796.9,193960,361756.26,32.3278136,-88.8070886,1742355.09,3068124.4,1325769
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Pike","MCCOMB",39649,19504.1,17247.85,6058.22,1119,2070.63,6075,0,2075,0,31.24,-90.45,11322.85,23322.85,11999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Pike","MC COMB",39648,942.71,761.92,0,0,761.92,4000,0,0,0,31.2437872,-90.4531535,761.92,4761.92,4000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Pike","MOSS POINT",39562,761.92,761.92,0,0,761.92,2000,0,0,0,30.4115881,-88.5344601,761.92,2761.92,2000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Wilkinson","WOODVILLE",39669,600253.57,920282.48,282589.05,150560,167133.43,289009.98,0,61773,69236.98,31.0806967,-91.477411,731292.46,1209292.46,478000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Winston","LOUISVILLE",39339,366943.93,342908.41,94928.47,21546,65375.15,145092.09,0,10409,18683.09,33.1237377,-89.0550624,210941.71,488000.5,277058
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Lauderdale","MERIDIAN",39302,5486.37,4718.19,1749.56,0,968.63,10000,0,0,0,32.3657238,-88.6994709,2718.19,14718.19,11999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Lauderdale","LAUDERDALE",39335,479089.56,497499.64,218457.9,33007,98034.74,109825.74,0,13926,23899.74,32.5208482,-88.5117097,387325.38,607325.38,220000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Lauderdale","MARION",39342,179033.52,85250.05,22949.65,19314,14986.4,72079.33,0,13625,10104.38,32.4196623,-88.6458421,80979.43,157329.38,76349
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Lauderdale","MERIDIAN",39301,3348340.5,2993289.76,1087156.08,312319,799814.68,1865201.1,13834.58,258807.06,549836.61,32.3643098,-88.703656,3021768.01,4858490.86,1836722
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Pike","SUMMIT",39666,1920294.34,1837885.18,471297.44,209221,543366.74,601071.05,3106.95,144784.93,179179.17,31.2837867,-90.4684315,1550956.23,2438956.23,888000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Lauderdale","MERIDIAN",39304,0,0,0,0,0,2000,0,0,0,32.3638105,-88.7284681,0,2000,2000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Pike","MCCOMB",39648,3311147.79,3524916.98,815820.44,386793.8,768302.74,2480807.47,3418.84,453020.1,678368.53,31.2437872,-90.4531535,3105724.45,6005724.45,2900000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Pike","RUTH",39662,129765.7,106970.21,54755.58,12294,31920.63,10840.29,0,1922,6918.29,31.3657303,-90.3202105,107810.5,117810.5,10000
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Simpson","D' LO",39062,1996.02,2275.18,275.18,0,0,0,0,0,0,31.9860484,-89.9015764,275.18,2275.18,1999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Pike","OSYKA",39657,930322.66,1156088.69,342400.95,287246,214441.74,161737.11,3663.55,39637,32436.56,31.0068453,-90.4723178,919825.8,1317825.8,397999
"8/29/05","8/29/05","10/14/05","Major Disaster","Mississippi","Hurricane",NA,4,"MS","Lauderdale","MERIDIAN",39305,1641229.26,976384.78,194372.49,60504,367508.29,390005.05,0,69940,94065.05,32.3643098,-88.703656,786389.83,1366389.83,580000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","WHISTLER",36612,169809.95,227324.03,88120.46,39343,19860.57,188803.14,0,50404,36399.14,30.7471854,-88.1120531,234127.17,416127.17,182000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Pickens","ETHELSVILLE",35461,53608.26,63495.55,24192.41,960,12343.14,2348.24,0,0,348.24,33.4156743,-88.2166991,37843.79,65843.79,28000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","WILMER",36587,3336988.59,2535140.46,998287.6,219821.89,777030.97,390672.15,0,81992,138680.15,30.823243,-88.3614002,2215812.61,2925812.61,710000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Pickens","ALICEVILLE",35442,291103.2,271940.58,90419.85,17567,33953.73,96004.49,0,12323,7681.49,33.1295681,-88.1514166,161945.07,367945.07,206000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Pickens","CARROLLTON",35447,306444.34,246002.36,77205.36,7314,45483,11277.05,0,0,3277.05,33.2617871,-88.0950263,133279.41,257279.41,123999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","THEODORE",36619,0,0,0,0,0,10413.06,0,2098,315.06,30.5549276,-88.17925,2413.06,10413.06,8000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","CITRONELLE",36522,16609.53,23839.47,3540.17,1568,8731.3,11703,0,3703,0,31.0907338,-88.2280622,17542.47,35542.47,18000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","DEER PARK",36529,205088.24,178346.57,78355.24,20260,45731.33,10438.33,0,2674,5764.33,31.2169307,-88.3145093,152784.9,188784.9,36000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","FRANKVILLE",36538,212934.39,106033.52,53978.84,10920,25134.68,2485,0,2485,0,31.6465492,-88.1475089,92518.52,108518.52,16000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","FRUITDALE",36539,245226.48,178218.5,88892.04,13783,43543.46,8059.2,0,3106,2953.2,31.3429195,-88.4077369,152277.7,186277.7,34000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","LEROY",36548,101479.11,116987.23,52415.27,14001,16570.96,10006.53,0,994,1012.53,31.5009206,-87.9714774,84993.76,126993.76,42000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","MALCOLM",36556,134661.81,89568.89,27248.89,7077,29243,14545.35,0,2156,2389.35,31.1912845,-88.0074999,68114.24,104114.24,36000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Tuscaloosa","RALPH",35480,4211.63,6747.48,747.48,0,0,1142,0,1142,0,33.0420679,-87.7689003,1889.48,7889.48,6000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","THEODORE",36590,7145.69,14044.49,4320.04,2928,796.45,4000,0,0,0,30.55,-88.18,8044.49,18044.49,9999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","CHATOM",36518,369046.85,294930.67,89664.7,18749,116516.97,37930.88,0,6664,15266.88,31.4651653,-88.2544557,246861.55,332861.55,86000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Marengo","JEFFERSON",36745,1986.31,2659.88,659.88,0,0,2000,0,0,0,32.386373,-87.8721602,659.88,4659.88,4000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Marengo","LINDEN",36748,46045.89,28348.7,21136.54,0,7212.16,24208.96,0,14211,7997.96,32.3062534,-87.7980665,50557.66,52557.66,2000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Marengo","MAGNOLIA",36754,13683.2,18677.61,6150.73,0,2526.88,2000,0,0,0,32.1357021,-87.6680606,8677.61,20677.61,12000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Marengo","PINE HILL",36769,9745.76,11413.91,6258.05,0,1155.86,1040.37,0,0,1040.37,31.9795943,-87.5880561,8454.28,12454.28,4000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Marengo","SWEET WATER",36782,56917.14,48374.78,16455.1,0,23919.68,1441.88,0,0,1441.88,32.0973707,-87.8675103,41816.66,49816.66,8000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Pickens","GORDO",35466,25455.11,20017.24,6992.36,0,3024.88,4721.45,0,1925,796.45,33.3201178,-87.9027962,12738.69,24738.69,12000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Tuscaloosa","TUSCALOOSA",35401,150110.34,65850.24,20591,11229,4030.24,67968.04,0,14465,23503.04,33.1690726,-87.6383797,73818.28,133818.28,60000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Tuscaloosa","TUSCALOOSA",35403,652.75,652.75,652.75,0,0,18338.67,0,2210,10128.67,33.2028687,-87.5624363,12991.42,18991.42,5999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Tuscaloosa","TUSCALOOSA",35404,73097.02,22488.66,5266.94,5436,7785.72,16323,0,4323,0,33.2223499,-87.4901086,22811.66,38811.66,16000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Tuscaloosa","TUSCALOOSA",35405,36491.02,34272.92,8960.14,0,5312.78,15490.24,0,1142,348.24,33.1225986,-87.5593613,15763.16,49763.16,34000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Washington","CALVERT",36513,80682.5,114910.65,40434.2,13398,31078.45,11533.35,0,994,2539.35,31.1575834,-88.0097951,88444,126444,38000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Marengo","GALLION",36742,41396.85,56745.83,29375.85,9621,7748.98,216.08,0,0,216.08,32.4968025,-87.7161204,46961.91,56961.91,10000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","CALVERT",36513,8496.97,11258.38,479.68,0,4778.7,796.45,0,0,796.45,31.1575834,-88.0097951,6054.83,12054.83,6000
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","CHICKASAW",36611,1231850.87,600109.55,175542.86,79147,163419.69,386674.84,0,53805,138644.84,30.7637991,-88.0747222,610559.39,986784.39,376225
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","CHUNCHULA",36521,1204348.13,1165782.5,378114.16,169409.35,352078.87,193018.88,0,45684,59334.88,30.9218505,-88.2005597,1004621.26,1358801.38,354180
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","CITRONELLE",36522,1310502.79,1203621.92,374085.07,111162,339961.35,276789.9,0,39988,74801.9,31.0907338,-88.2280622,939998.32,1480411.82,540413
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","CODEN",36523,12165187.67,4739789.96,1737365.38,455476.56,1788676.62,1249307.4,357.72,237390.8,711342.29,30.3829771,-88.2383363,4930609.37,5989097.36,1058487
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","CREOLA",36525,178116.68,224971.7,40131.67,16516,88324.03,73171.16,0,12364,14807.16,30.8918509,-88.0397213,172142.86,298142.86,125999
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","DAUPHIN ISLAND",36528,3157540.3,951846.83,287254.09,128636.9,213004.76,405312.7,0,67660,196839.78,30.2490953,-88.099845,893395.53,1357159.53,463764
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","EIGHT MILE",36613,2301985.28,2027114.49,691791.88,153141.33,537548.04,690103.26,0,136432,165922.69,30.7647005,-88.131579,1684835.94,2717217.75,1032381
"8/29/05","8/29/05","9/26/05","Major Disaster","Alabama","Hurricane","11/21/23",4,"AL","Mobile","GRAND BAY",36541,4533446.61,3866434.7,1458696.93,407662.39,945299.39,990363.79,2494.93,269353.64,245213.18,30.4763084,-88.3422303,3328720.46,4856798.49,1528078
